id         +project            + date +   click
1196598167  http://kck.st/1IaCLLp 2015-08-01 0
1196598167  http://kck.st/1IaCLLp 2015-07-31 1
1196598167  http://kck.st/1IaCLLp 2015-07-30 0
1196598167  http://kck.st/1IaCLLp 2015-07-29 0
1196598167  http://kck.st/1IaCLLp 2015-07-28 0
1196598167  http://kck.st/1IaCLLp 2015-07-27 1
1196598167  http://kck.st/1IaCLLp 2015-07-26 0
1196598167  http://kck.st/1IaCLLp 2015-07-25 0
1196598167  http://kck.st/1IaCLLp 2015-07-24 0
1196598167  http://kck.st/1IaCLLp 2015-07-23 0
1196598167  http://kck.st/1IaCLLp 2015-07-22 0
1196598167  http://kck.st/1IaCLLp 2015-07-21 0
1196598167  http://kck.st/1IaCLLp 2015-07-20 0
1196598167  http://kck.st/1IaCLLp 2015-07-19 0
1196598167  http://kck.st/1IaCLLp 2015-07-18 0
1196598167  http://kck.st/1IaCLLp 2015-07-17 0
1196598167  http://kck.st/1IaCLLp 2015-07-16 0
1196598167  http://kck.st/1IaCLLp 2015-07-15 0
1196598167  http://kck.st/1IaCLLp 2015-07-14 0
1196598167  http://kck.st/1IaCLLp 2015-07-13 0
1196598167  http://kck.st/1IaCLLp 2015-07-12 0
1196598167  http://kck.st/1IaCLLp 2015-07-11 0
1196598167  http://kck.st/1IaCLLp 2015-07-10 0
1196598167  http://kck.st/1IaCLLp 2015-07-09 0
1196598167  http://kck.st/1IaCLLp 2015-07-08 0
1196598167  http://kck.st/1IaCLLp 2015-07-07 0
1196598167  http://kck.st/1IaCLLp 2015-07-06 0
1196598167  http://kck.st/1IaCLLp 2015-07-05 0
1196598167  http://kck.st/1IaCLLp 2015-07-04 0
1196598167  http://kck.st/1IaCLLp 2015-07-03 0
1196598167  http://kck.st/1IaCLLp 2015-07-02 1
1196598167  http://kck.st/1IaCLLp 2015-07-01 0
1196598167  http://kck.st/1IaCLLp 2015-06-30 0
1196598167  http://kck.st/1IaCLLp 2015-06-29 0
1196598167  http://kck.st/1IaCLLp 2015-06-28 1
1196598167  http://kck.st/1IaCLLp 2015-06-27 0
1196598167  http://kck.st/1IaCLLp 2015-06-26 0
1196598167  http://kck.st/1IaCLLp 2015-06-25 0
1196598167  http://kck.st/1IaCLLp 2015-06-24 0
